Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/30/2015,Prepaid card,Mobile wallet,"Managing, opening, or closing account",,"I purchased XXXX reloadit packs, now I am unable to access the money on either card. The customer service of both reloadit and blackhawk are not providing any resolution. 
Reloadit is telling me to go buy a PAyPower card and then they can transfer it. The problem is I have to pay another set up fee, maintenance fee, and transfer fee if I do that. 
Both customer service are telling me they can escalate the issue which will take 1-3 business days to get a response. I feel like I am being taken advantage of. 
",,Blackhawk Network Holdings Inc.,CA,925XX,,Consent provided,Web,06/30/2015,Closed with explanation,Yes,No,1445039
06/30/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"On XXXX XXXX, 2015, I used my American Express Bluebird card with an available balance of {$950.00} at the grocery store. The card was run through the terminal XXXX ( at {$140.00} per transaction ) and were both declined. Cashier was able to handkey and the amount was approved. XXXX XXXX, 2015, contacted American Express Bluebird and was told that I will not be getting the money credited for XXXX days, and was told to contact the merchant. XXXX XXXX, 2015, contacted the merchant and they investigated the matter. They stated that the transaction was declined by American Express Bluebird for lack of available funds. I contact American Express Bluebird again, and was told that due to their "" internal '' system update, they will not give me a credit for XXXX days. Their service agreement does state a hold on certain purchases for gas, hotel, rental cars and so forth. However, their service agreement does not mention decline payments and holding funds because of these declined transactions. I did indeed have the funds in my account, because when it was hand-keyed, it was approved. This is fraud. American Express Bluebird is now using the guise of declining payments to steal money from customers. {$280.00} may not be a lot to some people, but it can be life or death for others. When the system update was implemented, the consumer was not notified by either email, text, or notice on the website, mobile APP, or social media. A police report for fraud and theft is now being processed by the local police department. I 've read their service agreement and in no way is there a information on holding available funds in the event of a payment decline. The merchant was not at fault, and their terminal was working. According to this merchant, this is the XXXX customer complaint in one week they have received regarding American Express Bluebird. 
",,Amex,GA,300XX,,Consent provided,Web,07/06/2015,Closed with explanation,Yes,No,1445460
07/20/2015,Prepaid card,Mobile wallet,Fraud or scam,,"XX/XX/XXXX I had used pay pal to purchase an item. I had added my credit card and made the purchase. The "" seller '' of the item did not send the item in time and I emailed the "" seller '' telling her I wanted to cancel it. The next day she sent the item to me anyway and told me that I would need to be a XXXX % stocking fee but that once I received the item, if I sent it back she would give me a refund minus the stocking fee. I was angry and I immediately called up my bank and told them to stop any transactions form this seller ( and even paid the fee ). I had assumed that she would n't be able to charge me anything. When I got the item I sent it back to her and I got an email from her a week later saying she sent me a refund. 

I was immediately confused .... I did n't understand how she sent me a refund, if I had blocked the transaction from my XXXX XXXX XXXX account. Come to find out that she sent the refund via pay pal. I immediately thought that maybe something went wrong with the transaction, when I searched pay pal for answers, I saw that the refund was listed as "" gift money '' or money that I could obtain to be used toward anything. I did n't touch the money because I was confused about how I had this "" extra '' money. I checked my XXXX XXXX XXXX and saw no changes in my account. I went back on Pay Pal and saw that I had a "" XXXX balance ''. I assumed that this meant that the seller just made an error and issued a refund on an item that she never received money for. 

Months later, I keep getting emails from pay pal about "" billing '' statements. I click and see that I have a XXXX balance STILL, and that I still have the partial refund from the seller sitting in the "" account '' for use. So I assume that with the zero balance and with the refund money sitting as a "" credit '' that the statements I 'm getting are really about the refund money, and not about an actual purchase. 

Then last week I got a call from a bill collector about Pay Pal Credit. I was immediately confused. I NEVER signed up for Pay Pal credit. I NEVER gave them my SSN. In fact when I signed up for Pay Pal to purchase the item XX/XX/XXXX, I only gave my credit card information, my address, full name, etc, an email address and asked to purchase the item with my XXXX XXXX XXXX account ( which I later deleted to keep the seller from charging it after I cancelled the item ). Yet I was STILL signed up for this service, given a credit line, and received no paper statements or any information about this account. 

The emails that I received and "" statements '' always showed a XXXX payment due, XXXX balance, and XXXX "" credit '' ( from the partial refund ). So I was NEVER given information that stated that I owed anything, and that there was a specific payment I needed to make. 

When the creditors called me and told me that I owed {$340.00} dollars and that it was past due. I was confused. Not only did I not sign up for this service, but in statements and on the account it showed XXXX payment due, and XXXX balance. Now I owe {$340.00}??? 

Half of this amount is late fees and interests. 

I 'm angry that I was illegally signed up for this service. That I was charged late fees, and interests on a purchase using an account that I never authorized. That I was never given descriptive statements that showed me late fees, interests, or balance owed. And that this is on my credit report despite me not giving permission or authorization. This is fraud. They signed me up without my permission. They sent vague "" email '' statements. I 'm charged all this interests. This is illegal. 
",,"PayPal Holdings, Inc.",PA,194XX,,Consent provided,Web,07/20/2015,Closed with monetary relief,Yes,No,1475180
07/11/2015,Prepaid card,Mobile wallet,"Managing, opening, or closing account",,"Pay pal cut off my debit card without a text or a phone call or permission. 

Leaving me without access to my money, having ordered food. Transferred me several times, dumping me XXXX back out to a call in system, gave me XXXX telephone numbers, stating, "" XXXX of these '' should work, and neither of them did. 
Kept me on hold for an hour, As it so happened, I had n't yet updated my address, so Paypal sent a card to my old address. 

Yes I had a dispute with a retailer but noNow, I notified them about a dispute with an XXXX purchase, who resolved the dispute with me. I specifically checked the box which said the card was still in my possession, and at no time was I notified that by filling out that form that my card was going to be cut off. 
I did find that they had sent an "" a new card is on the way '' but nothing stating my card was cut off. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",NJ,083XX,,Consent provided,Web,07/11/2015,Closed with explanation,Yes,No,1463668
07/21/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"The company netSpend has mailed me an unsolicited, unwanted personalized prepaid debit card, received today, XXXX XXXX, 2015. I have not ever asked for this card. It is unsettling receiving an unsolicited card with my name already personalized, and a sticker with phone number for me to call to activate it in my name. 

Calling the company requires interaction with an automated voice system and the only way to get to a person at all without getting kicked off the call is to select an option that is not for the reason I was calling. After several attempts to get to a live person, I pressed the number for "" If your card is lost, stolen, or you 've never received your card ... '' Even then, the system reported that they were experiencing a heavy call volume and gave me options to hang up, select a time for a callback, or have someone call me back as soon as possible. I reluctantly selected a call back, but have yet to hear from anyone. 

Because I am very concerned about my identity records, unwarranted liability, and financial vulnerability, this has taken my time and attention trying to reach the company to scold them for sending me this card and demanding that they remove my information from their system. This business practice must stop! 

I am filing this complaint for the financial and privacy reasons stated, but primarily because of the stress of receiving the card in the mail at all and feeling that I needed to do something about it right away, although it is wasting my time to do so. 

Thus far, the company has prevented me from complaining to them about their actions and I find that grossly unacceptable. Their computerized phone interaction is unfriendly and dismissive at best, not allowing me to accomplish what I called about at the number they publicize on their web site and on the back of the card they sent. 

There is very tiny print on what I got in the mail giving information about how to decline the card offer and/or opt-out of future mail offers from netSpend. It is tucked away and does not address the problem I am reporting. I should not have to ask not to receive such mail with a personalized card enclosed. Something like that should never have been sent. I should not even need to go to the trouble of shredding the card and filing a complaint about receiving it. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",IN,462XX,,Consent provided,Web,07/27/2015,Closed with explanation,Yes,No,1478378
07/12/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I have been a XXXX XXXX prepaid card customer since XX/XX/2015. The card was issued by XXXX, XXXX and serviced by XXXX XXXX, XXXX, XXXX. 
On XXXX XXXX 2015, I called customer service to request to close my XXXX XXXX prepaid card and get a refund for my balance. I spoke to XXXX in the risk management department, he asked me to send the following documents via email to XXXXXXXXXXXX : photo of front and back of my XXXX prepaid card ; photo of my Driver 's license ; photo of my social security card ; photo of a recent utility bill showing my name and address ; photo of me holding my driver 's license ( similar to a mug shot ). 

I complied his request and send the documents via email. On XXXX XXXX, XXXX called me again. After asking a series of questions from my credit report to verify my identity, he requested further documents, including the store receipts for the last XXXX XXXX packs I used to add funds to my account. I could not provide these documents because I threw them away after using the XXXX packs. XXXX said he could not issue me the refund without the documents. 

Per the cardholder agreement, 'In the event that your Card Account is cancelled, closed, or terminated for any reason and you have registered your Card with your personal information, you may request the unused balance to be returned to you via a check to the mailing address we have in our records. There is a fee for this service. See the fee schedule above. We reserve the right to refuse to return an unused balance if the balance is less than the fee for sending a check. 'They already have enough information to verify my identity. It is a violation of the term to request so much more documentation just to process my refund. And quite frankly, it 's ridiculous that I have to send in a 'selfie ' with my driver 's license in my hand. 

Please help me get my refund! Thanks! 
",Company chooses not to provide a public response,U.S. Bancorp,NJ,088XX,,Consent provided,Web,07/17/2015,Closed with explanation,Yes,No,1463789
07/03/2015,Prepaid card,Gift or merchant card,Fraud or scam,,"I frequently purchase XXXX gift cards from my local grocer. These cards are issued by US Bank. Recently I had a total of 6 cards that were "" compromised '' within a day of me purchasing them. I always examine the packaging, so I know this was not a case of them being tampered with in the store. This has happened to me and others many times, as the sequence is laughably weak on these gift cards. The security measures to prevent people from brute forcing card numbers is nonexistent. All of my cards which were compromised shared 12 out of 16 numbers, in some cases 13 or 14 numbers were shared. 

When these cards are compromised, the process is fairly easy ( I guess because they 're used to dealing with it happening ) to "" lock '' the card so no further fraudulent transactions can be made. The process for asking for a replacement card is much more tedious, and can take months to complete. Not only that, when you receive your replacement card, it will have {$6.00} taken off of it as a "" fee ''. This is not acceptable in my opinion, and borderline fraudulent. They reap probably millions in fees because they do n't take the necessary precautions against people obtaining and being able to guess their card sequencing. 

For this reason, I have opted to pursue a resolution to my compromised cards through the CFPB rather than reaching out to U.S. bank and waiting for months to receive less than I originally paid for on my cards. I am attaching scans of the cards and receipts where they were purchased by me. Please reach out to me if you have a need for further information. I am expecting a total of {$3000.00} in replacement cards from U.S. Bank and any less is not acceptable. 

It is my hope that with complaints like this, they will see the flaws in their security and having to answer for these flaws will prompt change in their process. 

Thanks 
",Company chooses not to provide a public response,U.S. Bancorp,TN,371XX,,Consent provided,Web,07/04/2015,Closed with monetary relief,Yes,Yes,1450687
07/21/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"Irecieved a consumer credit report claiming I was denied for AMEX serve card. upon contacting American Express I was informed that I was approved and there should be no reason on any file to deny my Request since the Credit Company itself did not deny me access. 
",,Amex,CA,936XX,,Consent provided,Web,07/27/2015,Closed with explanation,Yes,No,1480312
07/29/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I had an American Express Prepaid REDcard. This card can be funded online using a checking account or a debit card, as well as in XXXX using Cash or debit cards. In XXXX XXXX, I was trying to add funds through American Express Prepaid REDcard website from my XXXX XXXX checking account ( ending in XXXX ), but I received an error message asking me to call American Express Prepaid XXXX Account Protection. I called the number and was informed that my Prepaid REDcard account was closed. I was first vaguely told it was because of violating Prepaid XXXX Member Agreement, and when I asked for further clarification I was told it was related to ACH activities and I should expect an email with further information. No other information was given to me over the phone and I was told that a supervisor or manager is not available. So I hung up, and while being surprised, waited for the promised email. Email showed up promptly and all the explanations it had was that my account was closed because activities were noticed that were in violation of sections XXXX and XXXX of Prepaid REDcard Member Agreement. I carefully read those sections of the agreement and could comprehend how activities on my account have been in violation of those terms. So I called Account Protection line again and this time after insisting that I need to talk to a supervisor, I was finally connected to a supervisor. He first told me the account was closed because they could n't verify my checking account information. I told him there is nothing with the checking account that can not be verified. It is a personal account solely in my name, it is already completely verified in American Express Prepaid XXXX website and I have been using this checking account without a problem, and they could have contacted me if they needed any type of further information. He told me about the emails they sent me asking further information, and I told they never sent me such an email about this issue. Looking on history of the account, the supervisor could n't find any track of an email that was sent to me regarding this issue, nor could he tell me what part of the information might have been needed for verification. Then he changed the story and told me that account activities were in violation of Prepaid REDcard Member Agreement. But when I asked him about which activities were in violation of Prepaid REDcard Member Agreement, after putting me on XXXX long holds he could n't come up with an answer and just told me some account activities were in violation of Prepaid XXXX Member Agreement, and advised me to go to Police if I need further information and initiate the process of asking for further information from there! 
So my American Express Prepaid XXXX account was closed for no clear reason, without any prior warning, without asking me for any information ( if they needed something ) and all I was doing with this account was completely within Prepaid REDcard Member Agreement. 
I have enclosed XXXX PDF files containing the Prepaid XXXX Member Agreement AND a copy of most recent bank statement for my checking account at XXXX Bank. 
",,Amex,NY,112XX,,Consent provided,Web,07/30/2015,Closed with explanation,Yes,No,1493283
08/04/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I use a prepaid American Express bluebird card. The card I have is a replacement for the previous card that "" had been exposed to a hacker at a retailer I shop at '' ( according to AMEX XXXX. I made a purchase at XXXX and AMEX failed to pay, so the order was cancelled. This happened a second time, but I caught it before the order was cancelled and called AMEX, who in turn, immediately released the money to XXXX. XXXX XXXX, I placed {$20.00} on my card and placed an order at XXXX for ink ( for {$25.00} XXXX, but cancelled it because I needed to order more than just the one. XXXX XXXX, I placed another {$20.00} on the card for a total {$40.00} reload in 2-days time, and what should have been a balance of {$41.00} on the card. Then, on XXXX XXXX, I ordered an ink value pack ( for {$25.00} XXXX. That payment was never paid out to XXXX by AMEX, when requested, even though the money was on the card, and my order was cancelled by XXXX. I called AMEX and they are telling me that they have no idea why the money was n't paid, since it was sitting there on the card and available. Well, before I realized this, I placed another {$20.00} on the card so that I could order the ink again. Then I realized, after placing the order, that there was in the span of this time, between the money placed on the card and money used to purchase items, there is around {$41.00} unaccounted for by AMEX. The case number with them is XXXX 
",,Amex,MI,485XX,Servicemember,Consent provided,Web,08/11/2015,Closed with explanation,Yes,Yes,1501714
07/22/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"A company has refunded my money in the amount of XXXX. They have provided documentation that they have refunded the money to my account. Netspend is saying they have n't received the money and told me they would n't make a decision on my claim until XXXX XXXX, 2015. 
",Company can't verify or dispute the facts in the complaint,"NetSpend Corporation,  a TSYS Company",GA,302XX,,Consent provided,Web,07/28/2015,Closed,Yes,Yes,1481214
07/31/2015,Prepaid card,Mobile wallet,"Managing, opening, or closing account",,"GOOGLE WALLET DONT TAKE CREDIT CARDS BUT CHARGED MY CREDIT CARD AND ON TOP OF THEY THEY CLOSED MY ACCOUNT AND FAILED TO SEND ME THE MONEY LEFT IN MY ACCOUNT 
",,Google Inc.,NC,271XX,,Consent provided,Web,07/31/2015,Closed with explanation,Yes,Yes,1497518
08/10/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"XX/XX/XXXX I attempted to open an "" American Express for XXXX '' prepaid card. During the initial opening, the address on my drivers license differs from my current address. The verification process failed and the card was closed. Unfortunately, I loaded the card with {$500.00} dollars during the initial sign up. To complicate matters, I used XXXX different credit cards to load this {$500.00} dollars, of which only XXXX is currently active. I have called and spoke with customer service XXXX a XXXX times since XX/XX/XXXX and have spent hours on the phone attempting to resolve. Each time I have been told I will receive a refund to the credit card still active. I have yet to receive any funds. American Express has held my {$500.00} dollar 6 months and I am beginning to feel as if I will never receive a refund. 
",,Amex,DC,200XX,,Consent provided,Web,08/18/2015,Closed with monetary relief,Yes,No,1510648
07/27/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"To Whom It May Concern : When I try to access my prepaid rewards card account I am told that I must answer 4 security questions. First of all, none of the XXXX XXXX Q.s apply to me, and second, why would I share my personal info with a 3rd party, Fidelity National Information Services, which is not XXXX Bank where I have an account and earned the rewards?!! 

In any case, this is more security than I have been asked for by any bank, and it only makes it much harder to use the card, so Fidelity National Information Services can subtract more fees, or force me to call to find out my balance ( which I need to use the card! ), and then be charged even more fees. 

It is common knowledge that these prepaid "" reward '' debit cards are a giant scam by the financial industry : I suspect that a large % of the value of these prepaid cards is lost by consumers due to these perverse tactics. 
",Company chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",CA,941XX,,Consent provided,Web,08/03/2015,Closed with explanation,Yes,No,1488462
07/28/2015,Prepaid card,Payroll card,Unauthorized transactions/trans. issues,,"NetspendXXXX XXXXMy card was hacked a year ago during a breach with XXXX XXXX. Netspend notified me and sent me a new card and my old card was supposed to be cancelled. I noticed on two different occasions that the card was still active so I called customer service and attempted to speak to the customer service. I say attempt because the only english they seem to speak is what is written on their script but they assured me the card would be cancelled. Well here we are a year later and the card that was supposedly cancelled got used in XXXX about 7 times within 15 min and took {$600.00}. I immediately called when I got the text alerts ( the charges started at XXXX and I called at XXXX same day ) and told them not to approve the transactions which were still pending. Again the lack of understanding english was a huge barrier and three different customer service reps told me different things. I finally got someone from corporate to call me back three days later and she stated since this was clearly their fault my money would be credited by the end of business. Here we are and no money. I am unable to talk to the corporate office again they told me they cant transfer me, my money is no longer pending but paid to the company in XXXX, and now they are telling me it can take up to 60 days to see my money because it was posted I had to file a written dispute that must be investigated. They admitted to me that this card was part of the security breach and should have been cancelled but there was nothing they can do to help me and they refuse to transfer me to corporate again. This is outrageous, never have I had such difficulty when a company clearly dropped the ball. Now my mortgage is going to be late and I have no idea when I will see my money. They refuse to allow me to speak to an American or give me the corporate number. Total I have spent over 5 hours on the phone and all I get is some foreigner reading off a script. They will not give me their names either when I speak to them! I am wondering if I should contact an attorney. 
",Company believes complaint is the result of an isolated error,"NetSpend Corporation,  a TSYS Company",MD,212XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1489700
07/19/2015,Prepaid card,Government benefit payment card,Fees,,"On Several times I contact American Express and they request that I verify with the automatic system then they need verify again with representative then why do need XXXX verification. Then the advertise no Fees why was charge withdrawal fee at the ATM. Please verify my account is being hand correctly and they are working within Federal Regulations my American Express Serve Account Number XXXX 
",,Amex,NJ,070XX,,Consent provided,Web,07/20/2015,Closed with explanation,Yes,No,1473292
08/05/2015,Prepaid card,Gift or merchant card,Unauthorized transactions/trans. issues,,"It is impossible to access information to ascertain my balance on this card or the transactions that were recorded against the card. 

Information is supposed to be available by phone or on the Web site prepaid.citi.com. However, I am locked out of the Web site with no information on who to contact for support and the phone number provided on the back of the card for support is an automated system that will not respond to my card number and provides no option to actually speak to a human. 

Citi has obviously set this up to make it extremely dificult to utilize the prepaid card and track the balance. 
",Company chooses not to provide a public response,Citibank,MA,024XX,,Consent provided,Web,08/12/2015,Closed with explanation,Yes,No,1504334
08/11/2015,Prepaid card,Mobile wallet,Adding money,,"I sent money for my paypal debit card to PayPal credit because the information on the website said to do so. I was told they had to wait for money to clear and send back to me or they wiod send original money order back to me. The money order was for {$400.00} and was issued XXXX/XXXX/2015. It is XXXX/XXXX/2015 and I have called over 3 times and talked to 8 managers who all lie about the money being sent back to me with no tracking and I get XXXX fifferent story about the whereabouts of my money every time I call. They will not give me my money and keep telling me either they are researching it if reaching out about it. No one returns my calls. They wo n't send my money and I get a different lie every time I call. PayPal credit managers claims they have no supervisor and they are the end of the line and I have to be patient while they research .... What are they researching? Nothing! They we not overnight a check for my {$400.00} and claim they did with no tracking then they claim XXXX they resent it twice-all lies! How can these people just keep {$400.00} and not return my money? I need help! 
",,"PayPal Holdings, Inc.",AZ,853XX,,Consent provided,Web,08/11/2015,Closed with explanation,Yes,No,1512506
07/31/2015,Prepaid card,Gift or merchant card,Fraud or scam,,"I bought XXXX gift cards from my local grocery store XXXX XXXX XXXX part of XXXX ) issued by US Bank on XXXX XXXX, 2015. Each gift card was loaded with {$500.00}. 
Within a week of so of loading, the money was already drained from the card fraudulently. I filed a dispute with US Bank, the issuer of the card the moment I realized the theft. US Bank did not ask me to fax in copies of receipts until XX/XX/XXXX, which I did promptly. 
So far, the only response I am getting from US Bank is we are waiting to hear back from the retailer where the funds were used. 
",Company chooses not to provide a public response,U.S. Bancorp,WA,980XX,,Consent provided,Web,08/03/2015,Closed with monetary relief,Yes,Yes,1496042
08/06/2015,Prepaid card,ID prepaid card,Fraud or scam,,"NETSPEND CLAIM # XXXX AND ACCOUNT NUMBER # XXXX THEIR LETTER DATED XX/XX/2015 C/0 THEIR FIRST LETTERXX/XX/2015 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",CA,921XX,,Consent provided,Web,08/06/2015,Closed with explanation,Yes,No,1507173
08/11/2015,Prepaid card,Other special purpose card,Unauthorized transactions/trans. issues,,"I was sent {$2400.00} from my client through Paypal. When I logged on to Paypal to transfer the money into my bank to balance our cash flow, the system showed that only {$69.00} of the {$2400.00} was available and the rest would be held for 21 days. I called Paypal and spoke with an agent and asked him to have the money released immediately as we were expecting theis money as deposit to start our work on the project. The agent walked me through the website to indicate that I was not selling anything that required the hold. He said after that process the money would be released in three days. After 4 days the funds were still held back. I called Paypal again and spoke with another agent who said he could not remove the hold and that he would have the supervisor email me a response to my complaint. I had to go through a lot of trouble to fix our finaces so that our chceks would not bounce. It is already 20 days and I just chceked, the money has still not been released. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",CA,949XX,,Consent provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1513946
08/29/2015,Prepaid card,Mobile wallet,Fraud or scam,,"I 've had {$4600.00} taken from me with nothing but evasive responses from PayPal for a good part of a year. This has continued ever since they suddenly locked my account on XXXX XXXX of 2015. XXXX days later, I requested a refund for {$3000.00}. What followed has been a draining, unending experience. {$3000.00} was frozen in my PayPal XXXX card, which was unrelated to my PayPal account. The additional {$1600.00} is locked in my and my husband 's frozen PayPal accounts. 

On XXXX XXXX, PayPal promised they would send a check within XXXX business days, giving the following message : "" Your PayPal My Cash Card refund request has been successfully processed. You will receive your check by mail on or before the next XXXX days. '' The ticket # was XXXX. I waited over a month, but no check arrived. 

On XXXX XXXX, I called their customer service hotline ( XXXX ) and discussed my situation with CSR XXXX. She finally admitted that they knew they never sent the check to me, but they also never tried to contact me regarding a need of additional paperwork. She requested my ID, copies of my PayPal XXXX cards, and all receipts tied to the card to be sent via email or fax to XXXXXXXXXXXX or ( XXXX : XXXX ) with the subject of 'PAYPAL INACTIVE CARDS '. I emailed them with all requested information on XXXX XXXX, 2015 and verified that they received all required personal information. After that, three weeks passed without any response regarding the refund from PayPal. They were supposed to send the check within two weeks. 

So on XXXX XXXX, I contacted a CSR by the name of XXXX from the compliance department and requested an internal investigation into the refund process. She checked the status of the process but reported that the compliance department had n't processed the refund since before XXXX XXXX, the day I sent the personal information. She promised to send an email to the compliance department regarding the expedited process. 

I waited again until XXXX XXXX, 2015 and spoke with a supervisor by the name of XXXX and requested a check on the status of the refund, and he said that XXXX never sent an email to the compliance department, or the compliance department never processed my request. The supervisor XXXX promised me a refund within XXXX business days, but neither response nor refund at the time of writing this ( more than XXXX days ). 

Every time I have called PayPal, they have put me on hold for at least XXXX minutes. PayPal has kept over {$3000.00} of my money since XXXX XXXX, over XXXX days. Unacceptable. This reeks of fraud and scam. This is beyond reproach for such a large business. Never before have I dealt with such incompetence that it seems only plausible that they are manipulating customers for gain. PayPal conducts itself unprofessionally and arrogantly regards itself as above the law. 

My money is losing value due to inflation and lost interest rate. In addition to the {$3000.00}, they also have frozen {$110.00} in my account plus an additional {$1500.00} in my husband 's account for XXXX days. They have caused undue financial hardship to our family. This has been a horrible experience I would not wish on anybody. 

I am requesting a full refund ASAP. I would also like compensation for emotional stress, the many hours spent calling and waiting on hold, losses due to inflation and missed interest accrual, and I would like a written apology. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",UT,841XX,,Consent provided,Web,08/29/2015,Closed with explanation,Yes,No,1543586
08/25/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"Blackhawk Network locked my reloadable debit card. Blackhawk Network locked my reloadable debit card, without cause, contact, or reason, immediately AFTER I loaded almost {$1000.00} to the account. 
",,Blackhawk Network Holdings Inc.,OR,974XX,,Consent provided,Web,09/02/2015,Closed with monetary relief,Yes,No,1536232
08/17/2015,Prepaid card,Other special purpose card,Unauthorized transactions/trans. issues,,"The expiration date on a pre-paid card in my name passed and Citi Pre-Paid Card Services XXXX out the balance and will not issue a new card. 
",Company chooses not to provide a public response,Citibank,OR,971XX,,Consent provided,Web,08/17/2015,Closed with explanation,Yes,No,1522659
08/27/2015,Prepaid card,ID prepaid card,Unauthorized transactions/trans. issues,,"I received a deposit of {$50.00} from XXXX XXXX on XXXX/XXXX/2015. I spent a total of XXXX off the card on XXXX at XXXX. I go to the store to make a {$7.00} purchase and my card declined yet i still had a XXXX balance. I called them up they said it was a business/company error my money would be back on the card at XXXX. XXXX comes my money is not there, i call again at XXXX on XXXX/XXXX/2015 they then tell me its my fault and i have to wait 8 days to get my money back. I am so fed up with speaking to these people. How can they just take my money and get away with it. I spoke to a guy name XXXX he claim he was corporate, but there was nothing that he could do. I have to wait 8 days. That money was to be used for bus fare for me to get to work until i got paid I have not been able to go to work or eat because of this situation. It 's not fair. They should not be able to just take my money and not put it back on the card. I do n't understand that. They did the same thing with my girlfriends card but put her money back on the card at XXXX. Please help with this situation. 
",Company chooses not to provide a public response,Citibank,NV,892XX,,Consent provided,Web,09/03/2015,Closed with explanation,Yes,No,1539358
08/09/2015,Prepaid card,Transit card,Unauthorized transactions/trans. issues,,"To whom it may concern ; My name is XXXX XXXX and I am a previous Netspend cardholder. On XXXX/XXXX/2015 I filed a claim for unauthorized charges. I received correspondents in the mail on XXXX/XXXX/2015 informing me that claim # XXXX was found in my favor and {$180.00} would be refunded to my account. Unbeknownst to me, my account was closed on XXXX/XXXX/2015 without reason. I was never informed of anything suspicious on my account nor was I informed that my account was even being closed. On XXXX/XXXX/15 I tried logging into my Netspend account only to receive a message to call customer care because my account was locked. At that time they informed me that my account was closed and the funds were issued to a check and sent out to my address on XXXX/XXXX/15. I have yet to receive anything in the mail and any helpful answers for Netspend Customer Care. I even opted to have the check canceled and the funds put into a relative 's Netspend account. I 've read numerous accounts and complaints about closed account owners never receiving their check as promised. I can not afford to be one of those. If the check was sent out from Texas on XX/XX/XXXX, I should have received it by now. I just need my funds returned please. 
Thank you. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",CA,917XX,,Consent provided,Web,08/09/2015,Closed with explanation,Yes,No,1509973
08/22/2015,Prepaid card,Payroll card,"Managing, opening, or closing account",,"my paypal account was permanently limited, and the fund in my account was to be held for 180days. 

I aske Paypal to release my fund immediately. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",NC,272XX,,Consent provided,Web,08/22/2015,Closed with explanation,Yes,Yes,1531569
08/09/2015,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,"My Citi Prepaid card XXXX expired on XX/XX/2014. It had a balance on it that Citi Prepaid ( 3rd party contracted by Citibank ) refuses to reissue. Per CFPB, the balance is valid for 5 years even if the card expires. I spoke to XXXX, rep number XXXX who despite being informed of the CFPB guidance refused to comply and refused to reissue the card or the amount. I feel cheated out of my money. 
",Company chooses not to provide a public response,Citibank,CA,945XX,,Consent provided,Web,08/18/2015,Closed with explanation,Yes,No,1510052
09/06/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"{$810.00} was fraudulently charged on my XXXX XXXX prepaid visa. They will not give me a provisional credit. I 'm a single mom on a tight budget. 
",Company chooses not to provide a public response,U.S. Bancorp,KY,405XX,Servicemember,Consent provided,Web,09/09/2015,Closed with explanation,Yes,No,1553999
08/23/2015,Prepaid card,General purpose card,Adding money,,"I attempted to add funds to my Blurbird account this weekend. Immediately upon attempting the transaction, it stated that the account I was transferring was not mine and canceled the transaction. The funny thing is that I have owned that account for at least XXXX years, and there is no possible way that it is not owned by me. I then received an email that my Bluebird account was closed. The problem is that I not only have funds in the account, I also transferred last week funds from XXXX XXXX catcher program as well. Right now those funds are being held hostage by American Express since I 'violated ' their terms of agreement, at least according to them. I will take legal action against them if the funds are not returned. The amount of the funds is not important to me, but fairness is. 
",,Amex,CO,806XX,,Consent provided,Web,08/24/2015,Closed with explanation,Yes,No,1532065
